0,1,1
1,2,1
2,3,1
3,4,1
4,5,1
5,6,1
6,7,1
7,8,1
8,9,1
9,10,1
10,11,1
11,12,1
12,13,1
13,14,1
14,15,1
15,16,1
16,17,1
17,18,1
18,19,1
19,20,1
20,21,1
21,22,1
22,23,1
23,24,1
24,25,1
25,26,1
26,27,1
27,28,1
28,29,1
29,30,1
30,31,1
31,32,1
32,33,1
33,34,1
34,35,1
35,36,1
36,0,1
36,1,1
36,2,1
36,3,1
36,4,1
36,5,1
36,6,1
36,7,1
36,8,1
36,9,1
36,10,1
36,11,1
36,12,1
36,13,1
36,14,1
36,15,1
36,16,1
36,17,1
36,18,1
36,19,1
36,20,1
36,21,1
36,22,1
36,23,1
36,24,1
36,25,1
36,26,1
36,27,1
36,28,1
36,29,1
36,30,1
36,31,1
36,32,1
36,33,1
36,34,1
36,35,1
36,36,1
37,38,1
38,39,1
39,40,1
40,41,1
41,42,1
42,43,1
43,44,1
44,45,1
45,46,1
46,47,1
47,48,1
48,49,1
49,50,1
50,51,1
51,52,1
52,53,1
53,54,1
54,55,1
55,56,1
56,57,1
57,58,1
58,59,1
59,60,1
60,61,1
61,62,1
62,63,1
63,64,1
64,65,1
65,66,1
66,67,1
67,68,1
68,69,1
69,70,1
70,71,1
71,72,1
72,73,1
73,37,1
73,38,1
73,39,1
73,40,1
73,41,1
73,42,1
73,43,1
73,44,1
73,45,1
73,46,1
73,47,1
73,48,1
73,49,1
73,50,1
73,51,1
73,52,1
73,53,1
73,54,1
73,55,1
73,56,1
73,57,1
73,58,1
73,59,1
73,60,1
73,61,1
73,62,1
73,63,1
73,64,1
73,65,1
73,66,1
73,67,1
73,68,1
73,69,1
73,70,1
73,71,1
73,72,1
73,73,1
74,75,1
75,76,1
76,77,1
77,78,1
78,79,1
79,80,1
80,81,1
81,82,1
82,83,1
83,84,1
84,85,1
85,86,1
86,87,1
87,88,1
88,89,1
89,90,1
90,91,1
91,92,1
92,93,1
93,94,1
94,95,1
95,96,1
96,97,1
97,98,1
98,99,1
99,100,1
100,101,1
101,102,1
102,103,1
103,104,1
104,105,1
105,106,1
106,107,1
107,108,1
108,109,1
109,110,1
110,74,1
110,75,1
110,76,1
110,77,1
110,78,1
110,79,1
110,80,1
110,81,1
110,82,1
110,83,1
110,84,1
110,85,1
110,86,1
110,87,1
110,88,1
110,89,1
110,90,1
110,91,1
110,92,1
110,93,1
110,94,1
110,95,1
110,96,1
110,97,1
110,98,1
110,99,1
110,100,1
110,101,1
110,102,1
110,103,1
110,104,1
110,105,1
110,106,1
110,107,1
110,108,1
110,109,1
110,110,1
111,112,1
112,113,1
113,114,1
114,115,1
115,116,1
116,117,1
117,118,1
118,119,1
119,120,1
120,121,1
121,122,1
122,123,1
123,124,1
124,125,1
125,126,1
126,127,1
127,128,1
128,129,1
129,130,1
130,131,1
131,132,1
132,133,1
133,134,1
134,135,1
135,136,1
136,137,1
137,138,1
138,139,1
139,140,1
140,141,1
141,142,1
142,143,1
143,144,1
144,145,1
145,146,1
146,147,1
147,111,1
147,112,1
147,113,1
147,114,1
147,115,1
147,116,1
147,117,1
147,118,1
147,119,1
147,120,1
147,121,1
147,122,1
147,123,1
147,124,1
147,125,1
147,126,1
147,127,1
147,128,1
147,129,1
147,130,1
147,131,1
147,132,1
147,133,1
147,134,1
147,135,1
147,136,1
147,137,1
147,138,1
147,139,1
147,140,1
147,141,1
147,142,1
147,143,1
147,144,1
147,145,1
147,146,1
147,147,1
148,149,1
149,150,1
150,151,1
151,152,1
152,153,1
153,154,1
154,155,1
155,156,1
156,157,1
157,158,1
158,159,1
159,160,1
160,161,1
161,162,1
162,163,1
163,164,1
164,165,1
165,166,1
166,167,1
167,168,1
168,169,1
169,170,1
170,171,1
171,172,1
172,173,1
173,174,1
174,175,1
175,176,1
176,177,1
177,178,1
178,179,1
179,180,1
180,181,1
181,182,1
182,183,1
183,184,1
184,185,1
185,148,1
185,149,1
185,150,1
185,151,1
185,152,1
185,153,1
185,154,1
185,155,1
185,156,1
185,157,1
185,158,1
185,159,1
185,160,1
185,161,1
185,162,1
185,163,1
185,164,1
185,165,1
185,166,1
185,167,1
185,168,1
185,169,1
185,170,1
185,171,1
185,172,1
185,173,1
185,174,1
185,175,1
185,176,1
185,177,1
185,178,1
185,179,1
185,180,1
185,181,1
185,182,1
185,183,1
185,184,1
185,185,1
186,187,1
187,188,1
188,189,1
189,190,1
190,191,1
191,192,1
192,193,1
193,194,1
194,195,1
195,196,1
196,197,1
197,198,1
198,199,1
199,200,1
200,201,1
201,202,1
202,203,1
203,204,1
204,205,1
205,206,1
206,207,1
207,208,1
208,209,1
209,210,1
210,211,1
211,212,1
212,213,1
213,214,1
214,215,1
215,216,1
216,217,1
217,218,1
218,219,1
219,220,1
220,221,1
221,222,1
222,223,1
223,186,1
223,187,1
223,188,1
223,189,1
223,190,1
223,191,1
223,192,1
223,193,1
223,194,1
223,195,1
223,196,1
223,197,1
223,198,1
223,199,1
223,200,1
223,201,1
223,202,1
223,203,1
223,204,1
223,205,1
223,206,1
223,207,1
223,208,1
223,209,1
223,210,1
223,211,1
223,212,1
223,213,1
223,214,1
223,215,1
223,216,1
223,217,1
223,218,1
223,219,1
223,220,1
223,221,1
223,222,1
223,223,1
224,225,1
